"cid";"IUPAC Name";"SMILES"
"857";"2-amino-4-methylpentanoic acid";"CC(C)CC(N)C(O)=O"
"858";"4-[3-(3-cyclohepta-2,5-dien-1-ylideneprop-1-enyl)oxiran-2-yl]butanal";"C1=CCC=CCC1=CC=CC1C(CCCC=O)O1"
"859";"6-[2-[(4-amino-4-carboxybutanoyl)amino]-3-oxo-3-(2-oxopropylamino)propyl]sulfanyl-5-hydroxyicosa-7,9,11,14-tetraenoic acid";"C(CC=CCCCCC)=CC=CC=CC(SCC(NC(=O)CCC(C(O)=O)N)C(NCC(=O)C)=O)C(CCCC(=O)O)O"
"860";"octadeca-9,12,15-trienoic acid";"OC(=O)CCCCCCCC=CCC=CCC=CCC"
"861";"2-amino-3-[4-(4-hydroxy-3-iodophenoxy)-3,5-diiodophenyl]propanoic acid";"c1(cc(cc(I)c1Oc1cc(I)c(cc1)O)CC(C(O)=O)N)I"
"862";"[3-hydroxy-2-[[6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-5-phosphonooxyoxan-2-yl]oxymethyl]-5-(3-hydroxytetradecanoylamino)-6-phosphonooxyoxan-4-yl] 3-hydroxytetradecanoate";"OP(O)(OC1C(OC(CC(CCCCCCCCCCC)O)=O)C(C(OC1CO)OCC1OC(OP(O)(O)=O)C(C(C1O)OC(CC(O)CCCCCCCCCCC)=O)NC(CC(O)CCCCCCCCCCC)=O)NC(=O)CC(CCCCCCCCCCC)O)=O"
"863";"5-(dithiolan-3-yl)pentanamide";"C(C1SSCC1)CCCC(=O)N"
"864";"5-(dithiolan-3-yl)pentanoic acid";"C(C1SSCC1)CCCC(=O)O"
"865";"2,6-diaminoheptanedioic acid";"C(C(C(O)=O)N)CCC(C(O)=O)N"
"866";"2,6-diaminohexanoic acid";"OC(=O)C(CCCCN)N"
"867";"propanedioic acid";"O=C(O)CC(=O)O"
"868";"3-oxopropanoic acid";"O=CCC(=O)O"
"869";"3-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-3-oxopropanoic acid";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(NCCSC(CC(=O)O)=O)=O)O"
"870";"2-[6-[4,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol";"C1(OC(C(C(C1OC1OC(CO)C(OC2OC(C(C(C2O)O)OC2C(C(O)C(C(O2)CO)O)O)CO)C(O)C1O)O)O)O)CO"
"871";"2-[4,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol";"O1C(C(C(O)C(OC2C(O)C(O)C(O)C(CO)O2)C1CO)O)OC1C(C(O)C(O)OC1CO)O"
"872";"6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxane-2,3,4,5-tetrol";"OC1C(CO)OC(C(O)C1O)OCC1OC(O)C(C(C1O)O)O"
"873";"3-(2-hydroxyphenyl)propanoic acid";"O=C(O)CCc1ccccc1O"
"874";"2-methylbut-2-enedioic acid";"OC(C=C(C(O)=O)C)=O"
"875";"2,3-dihydroxybutanedioic acid";"O=C(C(O)C(O)C(=O)O)O"
"876";"2-amino-4-methylsulfanylbutanoic acid";"NC(CCSC)C(=O)O"
"877";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylprop-2-enethioate";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(NCCSC(C(=C)C)=O)=O)O"
"878";"methanethiol";"CS"
"879";"7-[[4-[[4-[2-[4-[[5-(aminomethyl)furan-3-yl]methoxy]phenyl]ethylamino]-1-carboxy-4-oxobutyl]amino]-1-carboxy-4-oxobutyl]amino]-7-oxoheptane-1,3,4-tricarboxylic acid";"c1cc(ccc1OCc1coc(CN)c1)CCNC(CCC(C(O)=O)NC(=O)CCC(C(O)=O)NC(=O)CCC(C(CCC(O)=O)C(=O)O)C(O)=O)=O"
"880";"2-oxopropanal";"CC(=O)C=O"
"881";"carbanide";"[CH3-]"
"887";"methanol";"CO"
"888";"magnesium(2+)";"[Mg+2]"
"890";"(2,3,4,5,6-pentaphosphonooxycyclohexyl) dihydrogen phosphate";"OP(O)(=O)OC1C(C(C(C(C1OP(O)(O)=O)OP(O)(O)=O)OP(O)(O)=O)OP(O)(O)=O)OP(O)(O)=O"
"891";"3-methoxycarbonylpent-2-enedioic acid";"C(CC(C(OC)=O)=CC(O)=O)(=O)O"
"892";"cyclohexane-1,2,3,4,5,6-hexol";"C1(C(C(C(C(C1O)O)O)O)O)O"
"893";"2-methylsulfanylethanesulfonic acid";"O=S(=O)(CCSC)O"
"894";"2-[[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]amino]benzoic acid";"OP(O)(OCC1OC(Nc2c(C(=O)O)cccc2)C(O)C1O)=O"
"895";"6-(6-aminohexanoylamino)hexanoic acid";"C(CC(=O)NCCCCCC(=O)O)CCCN"
"896";"N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide";"C(CNC(=O)C)c1c2c([nH]c1)ccc(OC)c2"
"897";"N-[2-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide";"OCC1C(C(C(NC(C)=O)C(O1)N)O)O"
"898";"(5-acetamido-3,4,6-trihydroxyoxan-2-yl)methyl dihydrogen phosphate";"OP(O)(OCC1C(C(O)C(NC(C)=O)C(O1)O)O)=O"
"899";"N-[2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide";"OCC1C(C(O)C(C(O)O1)NC(C)=O)O"
"900";"[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate";"OP(O)(=O)OC1C(C(C(C(CO)O1)O)O)NC(=O)C"
"901";"2-acetamido-5-oxo-5-phosphonooxypentanoic acid";"OP(O)(OC(CCC(NC(=O)C)C(O)=O)=O)=O"
"902";"4-acetamido-2-aminobutanoic acid";"OC(=O)C(CCNC(=O)C)N"
"903";"N-[2-(5-hydroxy-1H-indol-3-yl)ethyl]acetamide";"c1c(O)ccc2c1c(CCNC(=O)C)c[nH]2"
"904";"N-phenylacetamide";"c1cc(ccc1)NC(=O)C"
"905";"2-acetamido-5-oxopentanoic acid";"C(=O)CCC(NC(=O)C)C(O)=O"
"906";"5-acetamido-2,4-dihydroxy-6-(1,2,3-trihydroxypropyl)oxane-2-carboxylic acid";"O=C(O)C1(CC(O)C(NC(=O)C)C(O1)C(O)C(CO)O)O"
"907";"2-acetamido-5-aminopentanoic acid";"C(CC(NC(=O)C)C(O)=O)CN"
"908";"2-(aminomethylideneamino)acetic acid";"NC=NCC(=O)O"
"909";"2-(aminomethylideneamino)pentanedioic acid";"NC=NC(C(O)=O)CCC(=O)O"
"910";"2-amino-4-(2-formamidophenyl)-4-oxobutanoic acid";"c1c(NC=O)c(C(CC(C(O)=O)N)=O)ccc1"
"911";"2-formamido-4-methylsulfanylbutanoic acid";"C(=O)NC(CCSC)C(=O)O"
"912";"2-(1H-imidazol-5-yl)-N-methylethanamine";"[nH]1cncc1CCNC"
"913";"2-(methylamino)-1-phenylethanol";"c1cc(ccc1)C(CNC)O"
"914";"3-(1H-indol-3-yl)-2-(methylamino)propanoic acid";"c12ccccc1[nH]cc2CC(C(O)=O)NC"
"915";"2-(3-carboxypropanoylamino)-6-oxoheptanedioic acid";"OC(=O)C(NC(CCC(=O)O)=O)CCCC(=O)C(O)=O"
"916";"N-[3-[4-(3-aminopropylamino)butylamino]propyl]acetamide";"C(CNCCCNC(=O)C)CCNCCCN"
"917";"1-methyl-2,3,6,7-tetrahydropurin-6-amine";"[nH]1cnc2NCN(C)C(N)c12"
"918";"2-(3-carboxypropanoylamino)pentanedioic acid";"C(C(=O)O)(NC(CCC(O)=O)=O)CCC(O)=O"
"919";"2-(3-carboxypropanoylamino)-5-hydroxypentanoic acid";"OC(=O)C(NC(CCC(=O)O)=O)CCCO"
"920";"5-amino-2-(3-carboxypropanoylamino)pentanoic acid";"C(CC(NC(CCC(=O)O)=O)C(O)=O)CN"
"921";"6-amino-1-methyl-1,3-diazinan-2-one";"NC1CCNC(N1C)=O"
"922";"2-amino-5-(methylamino)-5-oxopentanoic acid";"OC(=O)C(CCC(NC)=O)N"
"923";"sodium(1+)";"[Na+]"
"925";"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate";"O=P(OCC1C(C(O)C(n2c3c(c(ncn3)N)nc2)O1)O)(OP(OCC1OC([n+]2cccc(C(=O)N)c2)C(C1O)O)(=O)[O-])O"
"926";"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate";"C1(C(O)C(OC1n1cnc2c(N)ncnc12)COP(OP(O)(=O)OCC1OC([n+]2cccc(C(N)=O)c2)C(O)C1O)(O)=O)O"
"927";"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4-dihydroxyoxolan-2-yl)methyl hydrogen phosphate";"C1(COP(OP(O)(=O)OCC2C(O)C(CO2)O)(O)=O)C(C(O)C(O1)n1cnc2c(ncnc12)N)O"
"928";"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate";"C(C1=CN(C2C(O)C(C(COP(=O)(OP(=O)(OCC3C(C(C(n4c5c(c(ncn5)N)nc4)O3)O)O)O)O)O2)O)C=CC1)(=O)N"
"929";"[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate";"OP(O)(=O)OC1C(C(COP(OP(O)(OCC2C(O)C(O)C(O2)[n+]2cccc(C(=O)N)c2)=O)(=O)O)OC1n1c2ncnc(c2nc1)N)O"
"930";"[[5-(6-aminopurin-9-yl)-3-hydroxy-4-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate";"OP(O)(=O)OC1C(C(OC1n1c2ncnc(c2nc1)N)COP(OP(OCC1C(O)C(O)C(N2C=C(CC=C2)C(=O)N)O1)(O)=O)(=O)O)O"
"931";"naphthalene";"c1cccc2ccccc12"
"932";"5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one";"c1cc(ccc1O)C1Oc2cc(O)cc(O)c2C(C1)=O"
"933";"hydroxyazanium";"O[NH3+]"
"934";"nickel(2+)";"[Ni+2]"
"935";"nickel";"[Ni]"
"936";"pyridine-3-carboxamide";"c1cncc(C(N)=O)c1"
"937";"pyridine-3-carboxylate";"c1cncc(C([O-])=O)c1"
"938";"pyridine-3-carboxylic acid";"c1cncc(C(=O)O)c1"
"939";"[5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(=O)OCC1C(C(C(O1)[n+]1cccc(C(N)=O)c1)O)O"
"940";"1-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxamide";"OCC1OC(C(O)C1O)[n+]1cc(C(N)=O)ccc1"
"941";"1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]pyridin-1-ium-3-carboxylic acid";"OP(O)(=O)OCC1C(C(C([n+]2cccc(C(O)=O)c2)O1)O)O"
"942";"3-(1-methylpyrrolidin-2-yl)pyridine";"c1cncc(C2N(CCC2)C)c1"
"943";"nitrate";"[O-][N+]([O-])=O"
"944";"nitric acid";"O=[N+](O)[O-]"
"945";"nitroxyl";"N=O"
"946";"nitrite";"N([O-])=O"
"947";"molecular nitrogen";"N#N"
"948";"nitrous oxide";"O=[N+]=[N-]"
"949";"N,N-dimethylaniline";"c1cc(ccc1)N(C)C"
"950";"N,N-dimethylbenzeneamine oxide";"c1ccccc1[N+](C)(C)[O-]"
"951";"4-(2-amino-1-hydroxyethyl)benzene-1,2-diol";"OC(c1cc(c(cc1)O)O)CN"
"952";"2-(hydroxymethyl)oxolane-3,4-diol";"C1(C(C(CO1)O)O)CO"
"953";"2-amino-4-phosphonooxybutanoic acid";"OP(O)(OCCC(N)C(O)=O)=O"
"954";"2-amino-4-(3-carboxypropanoyloxy)butanoic acid";"C(CC(C(O)=O)N)OC(=O)CCC(=O)O"
"955";"2-(3-carboxypropanoyl)benzoic acid";"O=C(O)c1c(cccc1)C(CCC(O)=O)=O"
"956";"4-[2-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanylcarbonyl]phenyl]-4-oxobutanoic acid";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(=O)NCCSC(=O)c1ccccc1C(=O)CCC(=O)O)O"
"957";"octan-1-ol";"C(CCCO)CCCC"
"958";"2-methoxy-6-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-2,5-diene-1,4-dione";"CC(C)=CCCC(=CCCC(C)=CCCC(C)=CCCC(=CCCC(C)=CCCC(=CCCC(C)=CCC=1C(=O)C(OC)=CC(C=1)=O)C)C)C"
"959";"5-methoxy-2-methyl-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)cyclohexa-2,5-diene-1,4-dione";"CC(C)=CCCC(=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C)C(C=C(C1=O)OC)=O)C)C)C)C)C"
"961";"hydroxide";"[OH-]"
"962";"oxidane";"O"
"963";"[2-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-5-hydroxy-6-(hydroxymethyl)-3-(3-hydroxytetradecanoylamino)oxan-4-yl] 3-hydroxytetradecanoate";"C(CCCCC(O)CC(=O)OC1C(NC(=O)CC(O)CCCCCCCCCCC)C(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=CC(NC2=O)=O)OC(CO)C1O)CCCCCC"
"964";"3-hydroxy-2-oxopropanoic acid";"OC(C(CO)=O)=O"
"965";"octadec-9-enoic acid";"OC(CCCCCCCC=CCCCCCCCC)=O"
"966";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octadec-9-enethioate";"CC(C)(COP(O)(OP(O)(OCC1C(C(O)C(n2cnc3c2ncnc3N)O1)OP(O)(O)=O)=O)=O)C(C(=O)NCCC(=O)NCCSC(=O)CCCCCCCC=CCCCCCCCC)O"
"967";"2,4-dioxo-1H-pyrimidine-6-carboxylic acid";"O=C(O)C=1NC(=O)NC(=O)C=1"
"968";"3-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]-2,6-dioxopyrimidine-4-carboxylic acid";"OP(O)(=O)OCC1C(O)C(C(N2C(C(=O)O)=CC(NC2=O)=O)O1)O"
"969";"2-[[4-carboxy-4-[2-[hydroxy-[2,3,4-trihydroxy-5-(2,4,8-trioxo-1H-pyrimido[4,5-b]quinolin-10-yl)pentoxy]phosphoryl]oxypropanoylamino]butanoyl]amino]pentanedioic acid";"C1=CC(=O)C=C2C1=CC1=C(N2CC(O)C(C(O)COP(O)(=O)OC(C)C(NC(C(=O)O)CCC(NC(C(=O)O)CCC(O)=O)=O)=O)O)NC(=O)NC1=O"
"970";"2-oxobutanedioic acid";"C(=O)(CC(=O)C(O)=O)O"
"971";"oxalic acid";"C(C(=O)O)(=O)O"
"972";"1-oxopropane-1,2,3-tricarboxylic acid";"OC(=O)C(C(C(O)=O)=O)CC(=O)O"
"973";"2-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-oxoacetic acid";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(=O)NCCSC(=O)C(=O)O)O"
"974";"oxamic acid";"C(O)(=O)C(=O)N"
"975";"2-amino-5-[[3-[[2-[(4-amino-4-carboxybutanoyl)amino]-3-(carboxymethylamino)-3-oxopropyl]disulfanyl]-1-(carboxymethylamino)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid";"O=C(C(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(O)=O)N)NC(=O)CCC(C(O)=O)N)NCC(=O)O"
"976";"2-oxopent-4-enoic acid";"C(CC(=O)C(O)=O)=C"
"977";"molecular oxygen";"O=O"
"978";"4-aminobenzoic acid";"c1cc(ccc1C(=O)O)N"
"979";"3-(4-hydroxyphenyl)-2-oxopropanoic acid";"c1cc(ccc1CC(C(=O)O)=O)O"
"980";"4-nitrophenol";"c1cc(ccc1[N+](=O)[O-])O"
"981";"2-[[5-amino-1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]imidazole-4-carbonyl]amino]butanedioic acid";"OP(O)(=O)OCC1C(C(O)C(n2c(c(nc2)C(NC(C(=O)O)CC(O)=O)=O)N)O1)O"
"982";"bis[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate";"C1(C(O)C(COP(O)(OP(OP(OCC2C(C(O)C(O2)n2cnc3c(N)ncnc23)O)(O)=O)(=O)O)=O)OC1n1cnc2c(N)ncnc12)O"
"983";"diphosphono hydrogen phosphate";"OP(O)(=O)OP(OP(O)(O)=O)(O)=O"
"984";"hexadecanal";"CCCCCCCCCCCCCCCC=O"
"985";"hexadecanoic acid";"C(CCCCCCC(O)=O)CCCCCCCC"
"986";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] hexadecanethioate";"OP(O)(=O)OC1C(O)C(n2c3c(nc2)c(N)ncn3)OC1COP(=O)(O)OP(=O)(OCC(C)(C)C(C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCC)O)O"
"987";"[3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] dihydrogen phosphate";"OP(O)(OCC(C)(C)C(O)C(=O)NCCC(=O)NCCS)=O"
"988";"3-[(2,4-dihydroxy-3,3-dimethylbutanoyl)amino]propanoic acid";"CC(C)(CO)C(O)C(NCCC(=O)O)=O"
"989";"3-hydroxy-4,4-dimethyloxolan-2-one";"CC1(C)COC(C1O)=O"
"990";"[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methyl sulfo hydrogen phosphate";"O=S(=O)(O)OP(OCC1C(C(O)C(n2c3ncnc(c3nc2)N)O1)OP(O)(O)=O)(O)=O"
"991";"diethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane";"c1cc(ccc1[N+](=O)[O-])OP(OCC)(OCC)=S"
"992";"2,3,4,5,6-pentachlorophenol";"Clc1c(Cl)c(c(c(Cl)c1O)Cl)Cl"
"993";"5-(hydroxymethyl)oxolane-2,3,4-triol";"OCC1C(O)C(C(O)O1)O"
"994";"2-amino-3-phenylpropanoic acid";"c1ccccc1CC(N)C(O)=O"
"995";"phenanthrene";"c12c(c3c(cccc3)cc1)cccc2"
"996";"phenol";"c1cc(ccc1)O"
"998";"2-phenylacetaldehyde";"c1ccccc1CC=O"
"999";"2-phenylacetic acid";"c1ccccc1CC(=O)O"
"1000";"2-amino-1-phenylethanol";"c1cc(ccc1)C(CN)O"
"1001";"2-phenylethanamine";"c1cc(ccc1)CCN"
"1002";"5-phenylimidazolidine-2,4-dione";"c1cc(ccc1)C1C(=O)NC(N1)=O"
"1003";"dihydrogen phosphate";"OP(O)([O-])=O"
"1004";"phosphoric acid";"OP(O)(O)=O"
"1005";"2-phosphonooxyprop-2-enoic acid";"OP(O)(=O)OC(=C)C(=O)O"
"1006";"2-amino-3-hydroxy-4-phosphonooxybutanoate";"OP(O)(OCC(O)C(C([O-])=O)N)=O"
"1007";"2-amino-3-hydroxy-4-phosphonooxybutanoic acid";"OP(O)(OCC(C(C(=O)O)N)O)=O"
"1008";"[5-[6-amino-1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]purin-1-ium-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(OCC1OC(n2cnc3c(N)[n+](cnc23)C2OC(C(C2O)O)COP(O)(O)=O)C(O)C1O)=O"
"1009";"[[5-[6-amino-1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]purin-1-ium-9-yl]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate";"OP(O)(OCC1OC([n+]2c(N)c3c(n(C4OC(C(C4O)O)COP(=O)(OP(O)(=O)OP(O)(O)=O)O)cn3)nc2)C(O)C1O)=O"
"1010";"5-amino-1-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]imidazole-4-carboxylic acid";"OP(O)(=O)OCC1C(O)C(O)C(n2c(c(C(=O)O)nc2)N)O1"
"1011";"[5-(4-carbamoyl-5-formamidoimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(=O)OCC1C(O)C(C(n2cnc(c2NC=O)C(=O)N)O1)O"
"1012";"[5-[[[5-carbamoyl-3-[3,4-dihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]imidazol-4-yl]amino]methylideneamino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(=O)OCC1C(O)C(O)C(N=CNc2n(C3OC(COP(O)(O)=O)C(O)C3O)cnc2C(N)=O)O1"
"1013";"[5-[4-carbamoyl-5-[(3,4-dihydroxy-2-oxo-5-phosphonooxypentyl)iminomethylamino]imidazol-1-yl]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(=O)OCC1OC(n2c(c(nc2)C(N)=O)NC=NCC(=O)C(C(COP(O)(O)=O)O)O)C(O)C1O"
"1014";"trimethyl(2-phosphonooxyethyl)azanium";"C[N+](C)(C)CCOP(O)(O)=O"
"1015";"2-aminoethyl dihydrogen phosphate";"OP(O)(OCCN)=O"
"1016";"2-amino-3-phosphonooxybutanoic acid";"OP(O)(OC(C(C(=O)O)N)C)=O"
"1017";"phthalic acid";"c1ccc(c(c1)C(O)=O)C(O)=O"
"1018";"pyridine-2-carboxylic acid";"O=C(O)c1ncccc1"
"1019";"(2-hydroxy-5-nitrophenyl) dihydrogen phosphate";"OP(O)(Oc1c(O)ccc([N+]([O-])=O)c1)=O"
"1020";"7-methylocta-2,6-dienyl phosphono hydrogen phosphate";"CC(C)=CCCC=CCOP(=O)(OP(O)(O)=O)O"
"1021";"3-[5-(aminomethyl)-4-(carboxymethyl)-1H-pyrrol-3-yl]propanoic acid";"OC(=O)Cc1c(CN)[nH]cc1CCC(=O)O"
"1022";"2,3,12,23-tetrahydroporphyrin";"C1=CC2=CC=3NC(=CC4=NC(=CC=5CCC(=CC1=N2)N=5)C=C4)CC=3"
"1023";"phosphono dihydrogen phosphate";"OP(O)(=O)OP(O)(O)=O"
"1024";"4,5-dioxo-1H-pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylic acid";"O=C(c1cc2C(=O)C(=O)c3nc(cc(C(=O)O)c3-c2[nH]1)C(O)=O)O"
"1025";"2-amino-6-[hydroxy-(5-hydroxy-2-oxido-2-oxo-1,3,2lambda5-dioxaphosphinan-4-yl)methyl]-4a,5,8,8a-tetrahydro-3H-pteridin-4-one";"C1C(C(OP(=O)(O1)[O-])C(C=1NC2C(N=C(NC2=O)N)NC=1)O)O"
"1026";"2-amino-6-[(2,5-dihydroxy-2-oxo-1,3,2lambda5-dioxaphosphinan-4-yl)-hydroxymethyl]-4a,5,8,8a-tetrahydro-3H-pteridin-4-one";"C1C(C(OP(=O)(O)O1)C(C=1NC2C(N=C(NC2=O)N)NC=1)O)O"
"1027";"1-(3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl)ethanone";"C1C=C2CC(O)CCC2(C)C2C1C1CCC(C1(CC2)C)C(=O)C"
"1028";"1-(2-carboxy-2-oxoethyl)-4-hydroxycyclohexa-2,5-diene-1-carboxylic acid";"C1=CC(C=CC1O)(CC(=O)C(O)=O)C(=O)O"
"1029";"2,6-diamino-5-hydroxyhexanoic acid";"OC(=O)C(CCC(CN)O)N"
"1030";"propane-1,2-diol";"C(CO)(O)C"
"1031";"propan-1-ol";"C(CO)C"
"1032";"propanoic acid";"C(C)C(=O)O"
"1033";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] propanethioate";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(=O)NCCSC(CC)=O)O"
"1034";"phosphono propanoate";"OP(O)(=O)OC(=O)CC"
"1035";"7-[6-(3-hydroxyoct-1-enyl)-2,3-dioxabicyclo[2.2.1]heptan-5-yl]hept-5-enoic acid";"O=C(O)CCCC=CCC1C(C2CC1OO2)C=CC(O)CCCCC"
